Date,Country/Region,Province/State,Lat,Long,Confirmed,Recovered,Deaths
2020-03-12,Canada,Alberta,53.9333,-116.5765,19,,0
2020-03-13,Canada,Alberta,53.9333,-116.5765,29,,0
2020-03-14,Canada,Alberta,53.9333,-116.5765,29,,0
2020-03-15,Canada,Alberta,53.9333,-116.5765,39,,0
2020-03-16,Canada,Alberta,53.9333,-116.5765,56,,0
2020-03-17,Canada,Alberta,53.9333,-116.5765,74,,0
2020-03-18,Canada,Alberta,53.9333,-116.5765,97,,0
2020-03-19,Canada,Alberta,53.9333,-116.5765,119,,0
2020-03-20,Canada,Alberta,53.9333,-116.5765,146,,1
2020-03-21,Canada,Alberta,53.9333,-116.5765,195,,1
2020-03-22,Canada,Alberta,53.9333,-116.5765,259,,1
2020-03-23,Canada,Alberta,53.9333,-116.5765,301,,1
2020-03-24,Canada,Alberta,53.9333,-116.5765,359,,1
2020-03-25,Canada,Alberta,53.9333,-116.5765,358,,2
2020-03-26,Canada,Alberta,53.9333,-116.5765,486,,2
2020-03-27,Canada,Alberta,53.9333,-116.5765,542,,2
2020-03-28,Canada,Alberta,53.9333,-116.5765,542,,2
2020-03-29,Canada,Alberta,53.9333,-116.5765,621,,2
2020-03-30,Canada,Alberta,53.9333,-116.5765,661,,3
2020-03-31,Canada,Alberta,53.9333,-116.5765,690,,8
2020-04-01,Canada,Alberta,53.9333,-116.5765,754,,9
2020-04-02,Canada,Alberta,53.9333,-116.5765,969,,13
2020-04-03,Canada,Alberta,53.9333,-116.5765,969,,13
2020-04-04,Canada,Alberta,53.9333,-116.5765,1075,,18
2020-04-05,Canada,Alberta,53.9333,-116.5765,1181,,20
2020-04-06,Canada,Alberta,53.9333,-116.5765,1250,,23
2020-04-07,Canada,Alberta,53.9333,-116.5765,1373,,24
2020-04-08,Canada,Alberta,53.9333,-116.5765,1373,,26
2020-04-09,Canada,Alberta,53.9333,-116.5765,1423,,29
2020-04-10,Canada,Alberta,53.9333,-116.5765,1451,,32
2020-04-11,Canada,Alberta,53.9333,-116.5765,1567,,40
2020-04-12,Canada,Alberta,53.9333,-116.5765,1567,,40
2020-04-13,Canada,Alberta,53.9333,-116.5765,1732,,46
2020-04-14,Canada,Alberta,53.9333,-116.5765,1870,,48
2020-04-15,Canada,Alberta,53.9333,-116.5765,1870,,48
2020-04-16,Canada,Alberta,53.9333,-116.5765,1996,,48
2020-04-17,Canada,Alberta,53.9333,-116.5765,2397,,50
2020-04-18,Canada,Alberta,53.9333,-116.5765,2562,,51
2020-04-19,Canada,Alberta,53.9333,-116.5765,2803,,51
2020-04-20,Canada,Alberta,53.9333,-116.5765,2908,,59
2020-04-21,Canada,Alberta,53.9333,-116.5765,3095,,61
2020-04-22,Canada,Alberta,53.9333,-116.5765,3401,,66
2020-04-23,Canada,Alberta,53.9333,-116.5765,3720,,68
2020-04-24,Canada,Alberta,53.9333,-116.5765,4017,,72
2020-04-25,Canada,Alberta,53.9333,-116.5765,4233,,73
2020-04-26,Canada,Alberta,53.9333,-116.5765,4480,,73
2020-04-27,Canada,Alberta,53.9333,-116.5765,4696,,75
2020-04-28,Canada,Alberta,53.9333,-116.5765,4850,,80
2020-04-29,Canada,Alberta,53.9333,-116.5765,5165,,87
2020-04-30,Canada,Alberta,53.9333,-116.5765,5355,,90
2020-05-01,Canada,Alberta,53.9333,-116.5765,5573,,92
2020-05-02,Canada,Alberta,53.9333,-116.5765,5670,,94
2020-05-03,Canada,Alberta,53.9333,-116.5765,5766,,95
2020-05-04,Canada,Alberta,53.9333,-116.5765,5836,,104
2020-05-05,Canada,Alberta,53.9333,-116.5765,5893,,106
2020-05-06,Canada,Alberta,53.9333,-116.5765,5963,,112
2020-05-07,Canada,Alberta,53.9333,-116.5765,6017,,114
2020-05-08,Canada,Alberta,53.9333,-116.5765,6098,,115
2020-05-09,Canada,Alberta,53.9333,-116.5765,6157,,116
2020-05-10,Canada,Alberta,53.9333,-116.5765,6253,,117
2020-05-11,Canada,Alberta,53.9333,-116.5765,6300,,117
2020-05-12,Canada,Alberta,53.9333,-116.5765,6345,,118
2020-05-13,Canada,Alberta,53.9333,-116.5765,6407,,120
2020-05-14,Canada,Alberta,53.9333,-116.5765,6457,,121
2020-05-15,Canada,Alberta,53.9333,-116.5765,6515,,125
2020-05-16,Canada,Alberta,53.9333,-116.5765,6587,,126
2020-05-17,Canada,Alberta,53.9333,-116.5765,6644,,127
2020-05-18,Canada,Alberta,53.9333,-116.5765,6683,,128
2020-05-19,Canada,Alberta,53.9333,-116.5765,6716,,128
2020-05-20,Canada,Alberta,53.9333,-116.5765,6735,,128
2020-05-21,Canada,Alberta,53.9333,-116.5765,6768,,132
2020-05-22,Canada,Alberta,53.9333,-116.5765,6800,,134
2020-05-23,Canada,Alberta,53.9333,-116.5765,6818,,135
2020-05-24,Canada,Alberta,53.9333,-116.5765,6860,,135
2020-05-25,Canada,Alberta,53.9333,-116.5765,6879,,138
2020-05-26,Canada,Alberta,53.9333,-116.5765,6901,,139
2020-05-27,Canada,Alberta,53.9333,-116.5765,6926,,141
2020-05-28,Canada,Alberta,53.9333,-116.5765,6955,,143
2020-05-29,Canada,Alberta,53.9333,-116.5765,6979,,143
2020-05-30,Canada,Alberta,53.9333,-116.5765,6992,,143
2020-05-31,Canada,Alberta,53.9333,-116.5765,7010,,143
2020-06-01,Canada,Alberta,53.9333,-116.5765,7044,,143
2020-06-02,Canada,Alberta,53.9333,-116.5765,7057,,143
2020-06-03,Canada,Alberta,53.9333,-116.5765,7076,,145
2020-06-04,Canada,Alberta,53.9333,-116.5765,7091,,146
2020-06-05,Canada,Alberta,53.9333,-116.5765,7098,,146
2020-06-06,Canada,Alberta,53.9333,-116.5765,7138,,146
2020-06-07,Canada,Alberta,53.9333,-116.5765,7138,,146
2020-06-08,Canada,Alberta,53.9333,-116.5765,7202,,149
2020-06-09,Canada,Alberta,53.9333,-116.5765,7229,,151
2020-06-10,Canada,Alberta,53.9333,-116.5765,7276,,151
2020-06-11,Canada,Alberta,53.9333,-116.5765,7316,,149
2020-06-12,Canada,Alberta,53.9333,-116.5765,7346,,149
2020-06-13,Canada,Alberta,53.9333,-116.5765,7383,,150
2020-06-14,Canada,Alberta,53.9333,-116.5765,7433,,150
2020-06-15,Canada,Alberta,53.9333,-116.5765,7453,,151
2020-06-16,Canada,Alberta,53.9333,-116.5765,7482,,151
2020-06-17,Canada,Alberta,53.9333,-116.5765,7530,,151
2020-06-18,Canada,Alberta,53.9333,-116.5765,7579,,152
2020-06-19,Canada,Alberta,53.9333,-116.5765,7625,,152
2020-06-20,Canada,Alberta,53.9333,-116.5765,7673,,152
2020-06-21,Canada,Alberta,53.9333,-116.5765,7704,,152
2020-06-22,Canada,Alberta,53.9333,-116.5765,7736,,153
2020-06-23,Canada,Alberta,53.9333,-116.5765,7781,,153
2020-06-24,Canada,Alberta,53.9333,-116.5765,7825,,153
2020-06-25,Canada,Alberta,53.9333,-116.5765,7851,,154
2020-06-26,Canada,Alberta,53.9333,-116.5765,7888,,154
2020-06-27,Canada,Alberta,53.9333,-116.5765,7957,,154
2020-06-28,Canada,Alberta,53.9333,-116.5765,7996,,154
2020-06-29,Canada,Alberta,53.9333,-116.5765,8067,,154
2020-06-30,Canada,Alberta,53.9333,-116.5765,8108,,154
2020-07-01,Canada,Alberta,53.9333,-116.5765,8108,,154
2020-07-02,Canada,Alberta,53.9333,-116.5765,8202,,155
2020-07-03,Canada,Alberta,53.9333,-116.5765,8259,,155
2020-07-04,Canada,Alberta,53.9333,-116.5765,8259,,155
2020-01-22,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-23,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-24,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-25,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-26,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-27,Canada,British Columbia,49.2827,-123.1207,0,,0
2020-01-28,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-01-29,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-01-30,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-01-31,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-01,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-02,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-03,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-04,Canada,British Columbia,49.2827,-123.1207,1,,0
2020-02-05,Canada,British Columbia,49.2827,-123.1207,2,,0
2020-02-06,Canada,British Columbia,49.2827,-123.1207,2,,0
2020-02-07,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-08,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-09,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-10,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-11,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-12,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-13,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-14,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-15,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-16,Canada,British Columbia,49.2827,-123.1207,4,,0
2020-02-17,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-18,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-19,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-20,Canada,British Columbia,49.2827,-123.1207,5,,0
2020-02-21,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-22,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-23,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-24,Canada,British Columbia,49.2827,-123.1207,6,,0
2020-02-25,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-26,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-27,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-28,Canada,British Columbia,49.2827,-123.1207,7,,0
2020-02-29,Canada,British Columbia,49.2827,-123.1207,8,,0
2020-03-01,Canada,British Columbia,49.2827,-123.1207,8,,0
2020-03-02,Canada,British Columbia,49.2827,-123.1207,8,,0
2020-03-03,Canada,British Columbia,49.2827,-123.1207,9,,0
2020-03-04,Canada,British Columbia,49.2827,-123.1207,12,,0
2020-03-05,Canada,British Columbia,49.2827,-123.1207,13,,0
2020-03-06,Canada,British Columbia,49.2827,-123.1207,21,,0
2020-03-07,Canada,British Columbia,49.2827,-123.1207,21,,0
2020-03-08,Canada,British Columbia,49.2827,-123.1207,27,,0
2020-03-09,Canada,British Columbia,49.2827,-123.1207,32,,1
2020-03-10,Canada,British Columbia,49.2827,-123.1207,32,,1
2020-03-11,Canada,British Columbia,49.2827,-123.1207,39,,1
2020-03-12,Canada,British Columbia,49.2827,-123.1207,46,,1
2020-03-13,Canada,British Columbia,49.2827,-123.1207,64,,1
2020-03-14,Canada,British Columbia,49.2827,-123.1207,64,,1
2020-03-15,Canada,British Columbia,49.2827,-123.1207,73,,1
2020-03-16,Canada,British Columbia,49.2827,-123.1207,103,,4
2020-03-17,Canada,British Columbia,49.2827,-123.1207,103,,4
2020-03-18,Canada,British Columbia,49.2827,-123.1207,186,,7
2020-03-19,Canada,British Columbia,49.2827,-123.1207,231,,7
2020-03-20,Canada,British Columbia,49.2827,-123.1207,271,,8
2020-03-21,Canada,British Columbia,49.2827,-123.1207,424,,10
2020-03-22,Canada,British Columbia,49.2827,-123.1207,424,,10
2020-03-23,Canada,British Columbia,49.2827,-123.1207,472,,13
2020-03-24,Canada,British Columbia,49.2827,-123.1207,617,,13
2020-03-25,Canada,British Columbia,49.2827,-123.1207,617,,13
2020-03-26,Canada,British Columbia,49.2827,-123.1207,725,,14
2020-03-27,Canada,British Columbia,49.2827,-123.1207,725,,14
2020-03-28,Canada,British Columbia,49.2827,-123.1207,884,,17
2020-03-29,Canada,British Columbia,49.2827,-123.1207,884,,17
2020-03-30,Canada,British Columbia,49.2827,-123.1207,970,,19
2020-03-31,Canada,British Columbia,49.2827,-123.1207,1013,,24
2020-04-01,Canada,British Columbia,49.2827,-123.1207,1013,,24
2020-04-02,Canada,British Columbia,49.2827,-123.1207,1121,,31
2020-04-03,Canada,British Columbia,49.2827,-123.1207,1174,,31
2020-04-04,Canada,British Columbia,49.2827,-123.1207,1203,,38
2020-04-05,Canada,British Columbia,49.2827,-123.1207,1203,,38
2020-04-06,Canada,British Columbia,49.2827,-123.1207,1266,,38
2020-04-07,Canada,British Columbia,49.2827,-123.1207,1266,,39
2020-04-08,Canada,British Columbia,49.2827,-123.1207,1291,,43
2020-04-09,Canada,British Columbia,49.2827,-123.1207,1336,,48
2020-04-10,Canada,British Columbia,49.2827,-123.1207,1370,,50
2020-04-11,Canada,British Columbia,49.2827,-123.1207,1445,,58
2020-04-12,Canada,British Columbia,49.2827,-123.1207,1445,,58
2020-04-13,Canada,British Columbia,49.2827,-123.1207,1490,,69
2020-04-14,Canada,British Columbia,49.2827,-123.1207,1490,,69
2020-04-15,Canada,British Columbia,49.2827,-123.1207,1517,,72
2020-04-16,Canada,British Columbia,49.2827,-123.1207,1561,,75
2020-04-17,Canada,British Columbia,49.2827,-123.1207,1575,,77
2020-04-18,Canada,British Columbia,49.2827,-123.1207,1618,,78
2020-04-19,Canada,British Columbia,49.2827,-123.1207,1647,,81
2020-04-20,Canada,British Columbia,49.2827,-123.1207,1647,,82
2020-04-21,Canada,British Columbia,49.2827,-123.1207,1724,,87
2020-04-22,Canada,British Columbia,49.2827,-123.1207,1795,,90
2020-04-23,Canada,British Columbia,49.2827,-123.1207,1824,,94
2020-04-24,Canada,British Columbia,49.2827,-123.1207,1853,,98
2020-04-25,Canada,British Columbia,49.2827,-123.1207,1948,,100
2020-04-26,Canada,British Columbia,49.2827,-123.1207,1948,,100
2020-04-27,Canada,British Columbia,49.2827,-123.1207,1998,,104
2020-04-28,Canada,British Columbia,49.2827,-123.1207,2053,,106
2020-04-29,Canada,British Columbia,49.2827,-123.1207,2087,,109
2020-04-30,Canada,British Columbia,49.2827,-123.1207,2112,,111
2020-05-01,Canada,British Columbia,49.2827,-123.1207,2145,,112
2020-05-02,Canada,British Columbia,49.2827,-123.1207,2171,,114
2020-05-03,Canada,British Columbia,49.2827,-123.1207,2171,,114
2020-05-04,Canada,British Columbia,49.2827,-123.1207,2224,,117
2020-05-05,Canada,British Columbia,49.2827,-123.1207,2232,,121
2020-05-06,Canada,British Columbia,49.2827,-123.1207,2255,,124
2020-05-07,Canada,British Columbia,49.2827,-123.1207,2288,,126
2020-05-08,Canada,British Columbia,49.2827,-123.1207,2315,,127
2020-05-09,Canada,British Columbia,49.2827,-123.1207,2330,,129
2020-05-10,Canada,British Columbia,49.2827,-123.1207,2330,,129
2020-05-11,Canada,British Columbia,49.2827,-123.1207,2353,,130
2020-05-12,Canada,British Columbia,49.2827,-123.1207,2360,,132
2020-05-13,Canada,British Columbia,49.2827,-123.1207,2376,,132
2020-05-14,Canada,British Columbia,49.2827,-123.1207,2392,,135
2020-05-15,Canada,British Columbia,49.2827,-123.1207,2407,,140
2020-05-16,Canada,British Columbia,49.2827,-123.1207,2428,,141
2020-05-17,Canada,British Columbia,49.2827,-123.1207,2428,,141
2020-05-18,Canada,British Columbia,49.2827,-123.1207,2444,,143
2020-05-19,Canada,British Columbia,49.2827,-123.1207,2446,,146
2020-05-20,Canada,British Columbia,49.2827,-123.1207,2467,,149
2020-05-21,Canada,British Columbia,49.2827,-123.1207,2479,,152
2020-05-22,Canada,British Columbia,49.2827,-123.1207,2507,,155
2020-05-23,Canada,British Columbia,49.2827,-123.1207,2517,,157
2020-05-24,Canada,British Columbia,49.2827,-123.1207,2517,,157
2020-05-25,Canada,British Columbia,49.2827,-123.1207,2530,,161
2020-05-26,Canada,British Columbia,49.2827,-123.1207,2541,,161
2020-05-27,Canada,British Columbia,49.2827,-123.1207,2550,,162
2020-05-28,Canada,British Columbia,49.2827,-123.1207,2558,,164
2020-05-29,Canada,British Columbia,49.2827,-123.1207,2562,,164
2020-05-30,Canada,British Columbia,49.2827,-123.1207,2573,,164
2020-05-31,Canada,British Columbia,49.2827,-123.1207,2573,,164
2020-06-01,Canada,British Columbia,49.2827,-123.1207,2597,,165
2020-06-02,Canada,British Columbia,49.2827,-123.1207,2601,,165
2020-06-03,Canada,British Columbia,49.2827,-123.1207,2623,,166
2020-06-04,Canada,British Columbia,49.2827,-123.1207,2632,,166
2020-06-05,Canada,British Columbia,49.2827,-123.1207,2632,,167
2020-06-06,Canada,British Columbia,49.2827,-123.1207,2632,,167
2020-06-07,Canada,British Columbia,49.2827,-123.1207,2632,,167
2020-06-08,Canada,British Columbia,49.2827,-123.1207,2659,,167
2020-06-09,Canada,British Columbia,49.2827,-123.1207,2669,,167
2020-06-10,Canada,British Columbia,49.2827,-123.1207,2680,,167
2020-06-11,Canada,British Columbia,49.2827,-123.1207,2694,,167
2020-06-12,Canada,British Columbia,49.2827,-123.1207,2709,,168
2020-06-13,Canada,British Columbia,49.2827,-123.1207,2709,,168
2020-06-14,Canada,British Columbia,49.2827,-123.1207,2709,,168
2020-06-15,Canada,British Columbia,49.2827,-123.1207,2745,,168
2020-06-16,Canada,British Columbia,49.2827,-123.1207,2756,,168
2020-06-17,Canada,British Columbia,49.2827,-123.1207,2775,,168
2020-06-18,Canada,British Columbia,49.2827,-123.1207,2783,,168
2020-06-19,Canada,British Columbia,49.2827,-123.1207,2790,,168
2020-06-20,Canada,British Columbia,49.2827,-123.1207,2790,,168
2020-06-21,Canada,British Columbia,49.2827,-123.1207,2790,,168
2020-06-22,Canada,British Columbia,49.2827,-123.1207,2822,,169
2020-06-23,Canada,British Columbia,49.2827,-123.1207,2835,,170
2020-06-24,Canada,British Columbia,49.2827,-123.1207,2849,,171
2020-06-25,Canada,British Columbia,49.2827,-123.1207,2869,,173
2020-06-26,Canada,British Columbia,49.2827,-123.1207,2878,,174
2020-06-27,Canada,British Columbia,49.2827,-123.1207,2878,,174
2020-06-28,Canada,British Columbia,49.2827,-123.1207,2878,,174
2020-06-29,Canada,British Columbia,49.2827,-123.1207,2904,,174
2020-06-30,Canada,British Columbia,49.2827,-123.1207,2916,,174
2020-07-01,Canada,British Columbia,49.2827,-123.1207,2916,,174
2020-07-02,Canada,British Columbia,49.2827,-123.1207,2940,,177
2020-07-03,Canada,British Columbia,49.2827,-123.1207,2947,,177
2020-07-04,Canada,British Columbia,49.2827,-123.1207,2947,,177
2020-01-22,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-23,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-24,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-25,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-26,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-27,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-28,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-29,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-30,Canada,Diamond Princess,0.0,0.0,0,,0
2020-01-31,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-01,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-02,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-03,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-04,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-05,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-06,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-07,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-08,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-09,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-10,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-11,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-12,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-13,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-14,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-15,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-16,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-17,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-18,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-19,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-20,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-21,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-22,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-23,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-24,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-25,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-26,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-27,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-28,Canada,Diamond Princess,0.0,0.0,0,,0
2020-02-29,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-01,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-02,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-03,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-04,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-05,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-06,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-07,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-08,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-09,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-10,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-11,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-12,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-13,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-14,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-15,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-16,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-17,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-18,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-19,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-20,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-21,Canada,Diamond Princess,0.0,0.0,0,,0
2020-03-22,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-23,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-24,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-25,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-26,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-27,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-28,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-29,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-30,Canada,Diamond Princess,0.0,0.0,0,,1
2020-03-31,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-01,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-02,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-03,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-04,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-05,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-06,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-07,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-08,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-09,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-10,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-11,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-12,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-13,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-14,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-15,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-16,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-17,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-18,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-19,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-20,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-21,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-22,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-23,Canada,Diamond Princess,0.0,0.0,0,,1
2020-04-24,Canada,Diamond Princess,0.0,0.0,0,,1
